"Target gene symbol","Target gene ID","Target gene type3prime_overlapping_nMt_rRNAMt_tRNATECantisense_RNAbidirectional_promotlincRNAmacro_lncRNAmiRNAmisc_RNAprocessed_transcriptprotein_codingrRNAsense_intronicsense_overlappingsnRNAsnoRNA","ProtocolPAR-CLIP,MiClipPAR-CLIP,PARalyzerPAR-CLIP,Piranha_0.01iCLIP,CIMSiCLIP,Piranha_0.01iCLIP,PureCLIP","Target gene exp. level","Binding site records"
"AC008481.3","ENSG00000267477","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"AC010646.1","ENSG00000269095","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"AC012184.2","ENSG00000260537","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"AC018523.2","ENSG00000256206","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"AC022400.6","ENSG00000272916","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"AC048338.1","ENSG00000256861","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"AC092329.3","ENSG00000283201","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"AC092718.3","ENSG00000260643","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"AC108488.2","ENSG00000255767","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ACAP3","ENSG00000131584","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ADPRHL2","ENSG00000116863","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ADRB1","ENSG00000043591","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"AHNAK","ENSG00000124942","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"AHNAK2","ENSG00000185567","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"AKAP11","ENSG00000023516","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"AL132780.3","ENSG00000259132","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"AL360181.5","ENSG00000283496","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"AL662899.1","ENSG00000204422","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ALPP","ENSG00000163283","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ANK1","ENSG00000029534","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ANKIB1","ENSG00000001629","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ANKS6","ENSG00000165138","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"AP3M1","ENSG00000185009","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"API5","ENSG00000166181","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ARFGEF3","ENSG00000112379","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ARIH2","ENSG00000177479","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ARMC7","ENSG00000125449","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ARPP19","ENSG00000128989","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ATAD3B","ENSG00000160072","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ATP5F1","ENSG00000116459","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"AVPI1","ENSG00000119986","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"B3GNT9","ENSG00000237172","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"B4GALT7","ENSG00000027847","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"BAX","ENSG00000087088","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"BCL9","ENSG00000116128","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"BIRC6","ENSG00000115760","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"BIVM","ENSG00000134897","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"BMP2","ENSG00000125845","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"BRD3","ENSG00000169925","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"BRD9","ENSG00000028310","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"BST2","ENSG00000130303","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"BTBD1","ENSG00000064726","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"C15orf38-AP3S2","ENSG00000250021","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"C15orf65","ENSG00000261652","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"C16orf91","ENSG00000174109","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"C19orf25","ENSG00000119559","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"C1orf216","ENSG00000142686","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"C1QBP","ENSG00000108561","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"C5orf22","ENSG00000082213","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"C6orf120","ENSG00000185127","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"C6orf47","ENSG00000204439","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CACNG4","ENSG00000075461","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CAMTA1","ENSG00000171735","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CAST","ENSG00000153113","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CC2D1B","ENSG00000154222","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CCDC102A","ENSG00000135736","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CCDC134","ENSG00000100147","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CCDC6","ENSG00000108091","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CCDC94","ENSG00000105248","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CCDC96","ENSG00000173013","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CDCA5","ENSG00000146670","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CDK16","ENSG00000102225","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CDK9","ENSG00000136807","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CDKN1B","ENSG00000111276","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CDKN2AIPNL","ENSG00000237190","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CDT1","ENSG00000167513","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CEP250","ENSG00000126001","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CERS3","ENSG00000154227","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CHD6","ENSG00000124177","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CHMP4B","ENSG00000101421","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CILP","ENSG00000138615","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CINP","ENSG00000100865","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CKAP4","ENSG00000136026","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CKS2","ENSG00000123975","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CNGB1","ENSG00000070729","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CNST","ENSG00000162852","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"COIL","ENSG00000121058","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"COL4A2","ENSG00000134871","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"COL7A1","ENSG00000114270","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"COMMD3-BMI1","ENSG00000269897","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"COMMD4","ENSG00000140365","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CPNE4","ENSG00000196353","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CPTP","ENSG00000224051","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CREG1","ENSG00000143162","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CSNK2A2","ENSG00000070770","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CTCF","ENSG00000102974","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CTDSP1","ENSG00000144579","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CTDSP2","ENSG00000175215","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CUL4A","ENSG00000139842","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CUL5","ENSG00000166266","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"CYR61","ENSG00000142871","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"DAGLB","ENSG00000164535","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"DCAF7","ENSG00000136485","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"DESI1","ENSG00000100418","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"DGAT2","ENSG00000062282","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"DHX38","ENSG00000140829","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"DIRAS1","ENSG00000176490","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"DIS3L2","ENSG00000144535","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"DKK1","ENSG00000107984","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"DMAC1","ENSG00000137038","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"DNAJA1","ENSG00000086061","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"DNAJC18","ENSG00000170464","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"DNASE1","ENSG00000213918","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"DNMBP","ENSG00000107554","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"DOCK3","ENSG00000088538","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"DOLK","ENSG00000175283","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ECE2","ENSG00000145194","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"EEF1G","ENSG00000254772","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"EGLN1","ENSG00000135766","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"EPC2","ENSG00000135999","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"EPM2AIP1","ENSG00000178567","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ERAL1","ENSG00000132591","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ERCC4","ENSG00000175595","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ERCC6","ENSG00000225830","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ERFE","ENSG00000178752","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ERLIN1","ENSG00000107566","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ERMP1","ENSG00000099219","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ESR2","ENSG00000140009","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"ESYT2","ENSG00000117868","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"EVC","ENSG00000072840","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"EXOC8","ENSG00000116903","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FAF2","ENSG00000113194","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FAM168A","ENSG00000054965","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FAM46B","ENSG00000158246","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FAM46C","ENSG00000183508","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FAM78A","ENSG00000126882","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FBLN5","ENSG00000140092","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FBXL14","ENSG00000171823","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FEM1C","ENSG00000145780","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FGD1","ENSG00000102302","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FICD","ENSG00000198855","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FN3KRP","ENSG00000141560","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FOXA1","ENSG00000129514","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FOXD1","ENSG00000251493","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FOXF1","ENSG00000103241","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FOXJ2","ENSG00000065970","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FRAT2","ENSG00000181274","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FUCA2","ENSG00000001036","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FUT4","ENSG00000196371","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FZD1","ENSG00000157240","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"FZD9","ENSG00000188763","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GABRQ","ENSG00000268089","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GADD45B","ENSG00000099860","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GADD45GIP1","ENSG00000179271","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GALNT4","ENSG00000257594","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GALNT8","ENSG00000130035","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GATAD1","ENSG00000157259","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GCDH","ENSG00000105607","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GDAP2","ENSG00000196505","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GDF11","ENSG00000135414","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GFOD2","ENSG00000141098","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GID8","ENSG00000101193","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GLIS2","ENSG00000126603","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GNAI3","ENSG00000065135","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GNB4","ENSG00000114450","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GNPTAB","ENSG00000111670","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GOLPH3","ENSG00000113384","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GP1BB","ENSG00000203618","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GPATCH4","ENSG00000160818","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GPR75","ENSG00000119737","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GRIN2D","ENSG00000105464","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GSR","ENSG00000104687","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GTF2A1","ENSG00000165417","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"GTF2E1","ENSG00000153767","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"H1F0","ENSG00000189060","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"H1FX","ENSG00000184897","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"HECA","ENSG00000112406","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"HIRA","ENSG00000100084","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"HIST1H1E","ENSG00000168298","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"HIST1H2AM","ENSG00000278677","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"HIST1H4C","ENSG00000197061","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"HMGN2","ENSG00000198830","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"HOXB13","ENSG00000159184","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"HOXC10","ENSG00000180818","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"HOXC13","ENSG00000123364","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"HRCT1","ENSG00000196196","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"HSPA13","ENSG00000155304","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"HTR1D","ENSG00000179546","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"HTRA3","ENSG00000170801","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"IER3IP1","ENSG00000134049","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"IL1RAPL2","ENSG00000189108","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"INPP5E","ENSG00000148384","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"INTS1","ENSG00000164880","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"IREB2","ENSG00000136381","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"IWS1","ENSG00000163166","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"KBTBD2","ENSG00000170852","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"KCNK5","ENSG00000164626","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"KIAA1161","ENSG00000164976","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"KIAA1644","ENSG00000138944","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"KIF1C","ENSG00000129250","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"KIF3B","ENSG00000101350","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"KIFC1","ENSG00000237649","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"KLHL15","ENSG00000174010","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"KLHL33","ENSG00000185271","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"KRI1","ENSG00000129347","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"KRT7","ENSG00000135480","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"KSR1","ENSG00000141068","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"LAMC1","ENSG00000135862","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"LAPTM4A","ENSG00000068697","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"LHX4","ENSG00000121454","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"LIX1L","ENSG00000271601","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"LMO1","ENSG00000166407","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"LOXL2","ENSG00000134013","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"LRP11","ENSG00000120256","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"LRP6","ENSG00000070018","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"LRP8","ENSG00000157193","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"LSM2","ENSG00000204392","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"LTBP2","ENSG00000119681","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"LUC7L2","ENSG00000146963","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MAP3K10","ENSG00000130758","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MB21D2","ENSG00000180611","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MBTPS1","ENSG00000140943","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MCAT","ENSG00000100294","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MED11","ENSG00000161920","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MED21","ENSG00000152944","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MFSD14A","ENSG00000156875","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MME","ENSG00000196549","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MMP15","ENSG00000102996","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MNT","ENSG00000070444","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MOB3B","ENSG00000120162","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MORF4L1","ENSG00000185787","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MRPL38","ENSG00000204316","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MRPL41","ENSG00000182154","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MRPL50","ENSG00000136897","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MRPS22","ENSG00000175110","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MRPS23","ENSG00000181610","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MSX1","ENSG00000163132","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MTHFR","ENSG00000177000","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MTMR10","ENSG00000166912","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MTRNR2L6","ENSG00000270672","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MUM1","ENSG00000160953","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MVB12B","ENSG00000196814","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"MYDGF","ENSG00000074842","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"NAA10","ENSG00000102030","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"NAF1","ENSG00000145414","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"NCAPG","ENSG00000109805","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"NCOA7","ENSG00000111912","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"NDC1","ENSG00000058804","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"NDUFA11","ENSG00000174886","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"NOB1","ENSG00000141101","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"NOC3L","ENSG00000173145","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"NOG","ENSG00000183691","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"NR1D1","ENSG00000126368","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"NR2F1","ENSG00000175745","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"NT5C1B-RDH14","ENSG00000250741","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"NUP50","ENSG00000093000","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"OPHN1","ENSG00000079482","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"OSTM1","ENSG00000081087","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"OXSR1","ENSG00000172939","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"P2RX5-TAX1BP3","ENSG00000257950","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PA2G4","ENSG00000170515","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PANK3","ENSG00000120137","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PAPOLA","ENSG00000090060","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PAQR9","ENSG00000188582","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PATL1","ENSG00000166889","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PCNA","ENSG00000132646","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PCOLCE","ENSG00000106333","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PFKL","ENSG00000141959","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PHPT1","ENSG00000054148","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PIGQ","ENSG00000007541","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PIGU","ENSG00000101464","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PLAGL2","ENSG00000126003","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PLCG1","ENSG00000124181","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PLEKHF1","ENSG00000166289","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PLLP","ENSG00000102934","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"POC1B-GALNT4","ENSG00000259075","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"POLR2A","ENSG00000181222","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"POLR2L","ENSG00000177700","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"POMGNT1","ENSG00000085998","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PPAN-P2RY11","ENSG00000243207","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PPIC","ENSG00000168938","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PPP1R37","ENSG00000104866","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PPP2R5A","ENSG00000066027","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PPP3R1","ENSG00000221823","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PPTC7","ENSG00000196850","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PRDX6","ENSG00000117592","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PRKX","ENSG00000183943","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PRMT9","ENSG00000164169","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PSKH1","ENSG00000159792","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PSMA4","ENSG00000041357","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PTDSS2","ENSG00000174915","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PTGES","ENSG00000148344","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PTGFRN","ENSG00000134247","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PUM3","ENSG00000080608","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"PURB","ENSG00000146676","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RAB10","ENSG00000084733","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RAB11B","ENSG00000185236","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RAB21","ENSG00000080371","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RAB35","ENSG00000111737","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RAB3D","ENSG00000105514","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RAB4B-EGLN2","ENSG00000171570","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RAP2A","ENSG00000125249","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RBM28","ENSG00000106344","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RBM41","ENSG00000089682","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RBMS2","ENSG00000076067","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RCN1","ENSG00000049449","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RECK","ENSG00000122707","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RFC3","ENSG00000133119","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RHOU","ENSG00000116574","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RIMS3","ENSG00000117016","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RLF","ENSG00000117000","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RNASEH1","ENSG00000171865","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RNASEH2A","ENSG00000104889","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RNASEK-C17orf49","ENSG00000161939","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RNF139","ENSG00000170881","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RP1L1","ENSG00000183638","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RP2","ENSG00000102218","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RPL35","ENSG00000136942","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RPS15A","ENSG00000134419","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RPS2","ENSG00000140988","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RPS4X","ENSG00000198034","protein_coding","PAR-CLIP,Piranha_0.01","","1"
"RRNAD1","ENSG00000143303","protein_coding","PAR-CLIP,Piranha_0.01","","1"
